inventory_id,product_id,warehouse_id,stock_quantity,reorder_level,last_updated
INV00423,PROD00423,WH-001,351,72,2025-01-05 21:04:08
INV00424,PROD00424,WH-002,130,74,2025-04-15 13:57:12
INV00425,PROD00425,WH-002,396,47,2025-01-23 16:47:04
INV00426,PROD00426,WH-003,147,24,2025-04-13 23:44:38
INV00427,PROD00427,WH-002,441,47,2025-03-07 15:44:15
INV00428,PROD00428,WH-004,425,25,2025-03-29 13:50:48
INV00429,PROD00429,WH-002,151,40,2025-03-03 21:27:58
INV00430,PROD00430,WH-001,306,55,2025-02-07 16:53:13
INV00431,PROD00431,WH-002,485,72,2025-02-10 08:00:35
INV00432,PROD00432,WH-001,292,68,2025-03-18 00:46:16
INV00433,PROD00433,WH-001,324,66,2025-02-15 07:19:14
INV00434,PROD00434,WH-003,147,67,2025-02-19 09:10:46
INV00435,PROD00435,WH-002,498,34,2025-02-18 21:46:50
INV00436,PROD00436,WH-003,18,21,2025-02-05 23:55:08
INV00437,PROD00437,WH-002,79,21,2025-04-05 01:34:28
INV00438,PROD00438,WH-001,229,45,2025-01-12 07:51:33
INV00439,PROD00439,WH-002,15,54,2025-01-22 09:21:09
INV00440,PROD00440,WH-003,173,56,2025-02-23 19:10:33
INV00441,PROD00441,WH-001,229,34,2025-04-05 09:04:39
INV00442,PROD00442,WH-004,57,58,2025-04-06 19:24:50
INV00443,PROD00443,WH-001,280,43,2025-02-02 07:24:41
INV00444,PROD00444,WH-004,250,64,2025-02-06 19:52:35
INV00445,PROD00445,WH-004,205,63,2025-04-03 13:02:43
INV00446,PROD00446,WH-003,499,23,2025-01-10 21:55:36
INV00447,PROD00447,WH-003,429,59,2025-01-26 14:27:09
INV00448,PROD00448,WH-004,464,14,2025-02-03 13:17:59
INV00449,PROD00449,WH-001,196,56,2025-02-14 13:59:38
INV00450,PROD00450,WH-002,184,25,2025-02-28 07:22:47
INV00451,PROD00451,WH-002,297,30,2025-03-22 07:35:55
INV00452,PROD00452,WH-002,160,49,2025-03-22 16:41:16
INV00453,PROD00453,WH-002,409,18,2025-02-08 11:38:35
INV00454,PROD00454,WH-003,348,77,2025-03-28 07:33:19
INV00455,PROD00455,WH-004,21,53,2025-02-09 13:52:51
INV00456,PROD00456,WH-001,499,66,2025-04-01 19:03:20
INV00457,PROD00457,WH-004,262,46,2025-03-19 10:27:32
INV00458,PROD00458,WH-003,265,68,2025-03-25 18:33:59
INV00459,PROD00459,WH-004,13,43,2025-03-02 16:54:41
INV00460,PROD00460,WH-004,359,47,2025-01-18 22:10:25
INV00461,PROD00461,WH-003,117,65,2025-01-25 22:17:51
INV00462,PROD00462,WH-004,68,37,2025-01-16 09:09:26
INV00463,PROD00463,WH-002,74,48,2025-03-08 10:04:36
INV00464,PROD00464,WH-002,348,57,2025-01-16 14:07:28
INV00465,PROD00465,WH-002,73,54,2025-02-16 13:53:30
INV00466,PROD00466,WH-003,147,24,2025-03-15 19:51:29
INV00467,PROD00467,WH-003,140,65,2025-01-29 06:19:35
INV00468,PROD00468,WH-001,311,51,2025-04-01 15:36:27
INV00469,PROD00469,WH-004,12,65,2025-02-01 07:27:06
INV00470,PROD00470,WH-004,458,38,2025-02-21 14:00:30
INV00471,PROD00471,WH-002,409,14,2025-03-04 14:31:06
INV00472,PROD00472,WH-004,176,24,2025-02-26 00:44:59
INV00473,PROD00473,WH-001,94,11,2025-03-06 01:45:05
INV00474,PROD00474,WH-001,316,25,2025-01-29 15:05:46
INV00475,PROD00475,WH-004,1,48,2025-04-08 15:34:37
INV00476,PROD00476,WH-001,256,66,2025-01-22 13:02:27
INV00477,PROD00477,WH-003,265,64,2025-04-13 23:19:59
INV00478,PROD00478,WH-004,440,77,2025-01-29 12:29:35
INV00479,PROD00479,WH-001,226,72,2025-01-18 18:06:53
INV00480,PROD00480,WH-004,460,28,2025-02-14 03:38:43
INV00481,PROD00481,WH-001,348,75,2025-03-12 14:54:47
INV00482,PROD00482,WH-004,377,10,2025-04-15 15:56:16
INV00483,PROD00483,WH-001,209,50,2025-03-13 14:13:20
INV00484,PROD00484,WH-004,218,32,2025-03-20 06:49:13
INV00485,PROD00485,WH-002,239,20,2025-04-15 18:33:08
INV00486,PROD00486,WH-002,92,64,2025-01-07 13:36:56
INV00487,PROD00487,WH-004,90,74,2025-03-24 18:05:18
INV00488,PROD00488,WH-004,370,65,2025-01-07 13:56:17
INV00489,PROD00489,WH-004,379,30,2025-04-11 15:57:41
INV00490,PROD00490,WH-002,129,10,2025-01-29 08:56:59
INV00491,PROD00491,WH-002,205,56,2025-03-05 09:17:35
INV00492,PROD00492,WH-002,117,78,2025-01-14 18:09:56
INV00493,PROD00493,WH-003,395,43,2025-02-16 21:59:09
INV00494,PROD00494,WH-004,413,70,2025-02-18 18:46:13
INV00495,PROD00495,WH-001,128,65,2025-02-03 05:15:39
INV00496,PROD00496,WH-001,369,76,2025-01-19 18:31:35
INV00497,PROD00497,WH-003,1,18,2025-01-16 10:07:49
INV00498,PROD00498,WH-003,210,47,2025-03-15 21:17:30
INV00499,PROD00499,WH-004,266,39,2025-03-11 15:28:54
INV00500,PROD00500,WH-001,80,12,2025-03-22 04:45:03
