order_item_id,order_id,product_id,quantity,unit_price,discount_amount
ITEM-ORD002582-2,ORD002582,PROD00141,3,13.4,0
ITEM-ORD002583-1,ORD002583,PROD00338,5,395.88,5
ITEM-ORD002584-1,ORD002584,PROD00034,5,210.97,5
ITEM-ORD002584-2,ORD002584,PROD00340,4,108.51,0
ITEM-ORD002584-3,ORD002584,PROD00390,4,422.96,0
ITEM-ORD002585-1,ORD002585,PROD00167,2,309.89,0
ITEM-ORD002585-2,ORD002585,PROD00374,3,439.98,0
ITEM-ORD002586-1,ORD002586,PROD00423,1,399.43,0
ITEM-ORD002586-2,ORD002586,PROD00213,2,479.49,0
ITEM-ORD002587-1,ORD002587,PROD00487,2,256.0,0
ITEM-ORD002587-2,ORD002587,PROD00416,1,171.31,0
ITEM-ORD002587-3,ORD002587,PROD00163,5,301.31,0
ITEM-ORD002588-1,ORD002588,PROD00226,3,108.31,20
ITEM-ORD002588-2,ORD002588,PROD00341,5,348.68,0
ITEM-ORD002589-1,ORD002589,PROD00367,3,322.91,5
ITEM-ORD002589-2,ORD002589,PROD00435,2,87.02,0
ITEM-ORD002589-3,ORD002589,PROD00439,3,355.69,0
ITEM-ORD002590-1,ORD002590,PROD00263,4,318.23,15
ITEM-ORD002590-2,ORD002590,PROD00465,2,356.31,0
ITEM-ORD002590-3,ORD002590,PROD00365,4,190.38,0
ITEM-ORD002590-4,ORD002590,PROD00064,1,154.91,10
ITEM-ORD002591-1,ORD002591,PROD00239,4,164.14,5
ITEM-ORD002591-2,ORD002591,PROD00264,5,264.53,20
ITEM-ORD002591-3,ORD002591,PROD00158,3,121.24,20
ITEM-ORD002591-4,ORD002591,PROD00078,2,26.84,5
ITEM-ORD002592-1,ORD002592,PROD00127,5,44.0,0
ITEM-ORD002592-2,ORD002592,PROD00030,4,81.26,20
ITEM-ORD002593-1,ORD002593,PROD00407,1,231.99,10
ITEM-ORD002593-2,ORD002593,PROD00101,1,98.91,5
ITEM-ORD002593-3,ORD002593,PROD00480,4,128.78,10
ITEM-ORD002593-4,ORD002593,PROD00401,4,402.94,5
ITEM-ORD002594-1,ORD002594,PROD00381,4,368.25,0
ITEM-ORD002594-2,ORD002594,PROD00019,2,273.54,10
ITEM-ORD002594-3,ORD002594,PROD00009,2,74.62,0
ITEM-ORD002594-4,ORD002594,PROD00053,5,242.11,0
ITEM-ORD002595-1,ORD002595,PROD00207,3,131.54,0
ITEM-ORD002596-1,ORD002596,PROD00495,1,87.96,0
ITEM-ORD002597-1,ORD002597,PROD00285,2,344.96,0
ITEM-ORD002597-2,ORD002597,PROD00036,3,149.99,15
ITEM-ORD002598-1,ORD002598,PROD00355,4,174.64,0
ITEM-ORD002598-2,ORD002598,PROD00204,3,448.49,0
ITEM-ORD002599-1,ORD002599,PROD00455,3,412.3,10
ITEM-ORD002599-2,ORD002599,PROD00297,4,125.63,10
ITEM-ORD002599-3,ORD002599,PROD00174,4,40.89,0
ITEM-ORD002600-1,ORD002600,PROD00338,1,443.21,0
ITEM-ORD002600-2,ORD002600,PROD00014,5,296.34,0
ITEM-ORD002600-3,ORD002600,PROD00474,3,96.24,20
ITEM-ORD002600-4,ORD002600,PROD00273,4,213.13,10
ITEM-ORD002601-1,ORD002601,PROD00470,3,114.78,0
ITEM-ORD002601-2,ORD002601,PROD00248,5,431.39,0
ITEM-ORD002602-1,ORD002602,PROD00451,3,276.65,0
ITEM-ORD002603-1,ORD002603,PROD00282,3,299.85,0
ITEM-ORD002604-1,ORD002604,PROD00164,4,227.57,0
ITEM-ORD002604-2,ORD002604,PROD00400,4,123.99,0
ITEM-ORD002605-1,ORD002605,PROD00199,2,319.72,0
ITEM-ORD002606-1,ORD002606,PROD00084,4,213.67,0
ITEM-ORD002606-2,ORD002606,PROD00193,5,459.48,5
ITEM-ORD002606-3,ORD002606,PROD00092,5,89.62,0
ITEM-ORD002606-4,ORD002606,PROD00176,5,306.97,0
ITEM-ORD002607-1,ORD002607,PROD00367,4,94.11,20
ITEM-ORD002607-2,ORD002607,PROD00425,2,29.03,0
ITEM-ORD002608-1,ORD002608,PROD00080,4,475.91,5
ITEM-ORD002608-2,ORD002608,PROD00276,4,43.78,10
ITEM-ORD002608-3,ORD002608,PROD00004,1,176.94,0
ITEM-ORD002609-1,ORD002609,PROD00186,2,484.0,0
ITEM-ORD002609-2,ORD002609,PROD00204,5,55.74,0
ITEM-ORD002610-1,ORD002610,PROD00479,4,122.32,10
ITEM-ORD002610-2,ORD002610,PROD00030,2,319.71,0
ITEM-ORD002610-3,ORD002610,PROD00314,1,384.15,20
ITEM-ORD002610-4,ORD002610,PROD00425,2,404.64,0
ITEM-ORD002611-1,ORD002611,PROD00120,5,324.35,0
ITEM-ORD002612-1,ORD002612,PROD00254,3,131.27,0
ITEM-ORD002612-2,ORD002612,PROD00071,1,133.95,15
ITEM-ORD002612-3,ORD002612,PROD00338,5,285.65,0
ITEM-ORD002613-1,ORD002613,PROD00440,2,429.5,15
ITEM-ORD002613-2,ORD002613,PROD00154,2,242.24,15
ITEM-ORD002613-3,ORD002613,PROD00248,3,131.43,0
ITEM-ORD002614-1,ORD002614,PROD00167,5,352.38,15
ITEM-ORD002614-2,ORD002614,PROD00062,2,415.23,20
ITEM-ORD002614-3,ORD002614,PROD00297,5,383.3,0
ITEM-ORD002614-4,ORD002614,PROD00486,3,269.05,10
ITEM-ORD002615-1,ORD002615,PROD00078,4,61.45,20
ITEM-ORD002615-2,ORD002615,PROD00470,4,454.09,5
ITEM-ORD002615-3,ORD002615,PROD00482,1,362.95,10
ITEM-ORD002615-4,ORD002615,PROD00402,4,354.34,0
ITEM-ORD002616-1,ORD002616,PROD00203,3,290.78,0
ITEM-ORD002616-2,ORD002616,PROD00086,5,229.53,10
ITEM-ORD002616-3,ORD002616,PROD00304,1,209.06,0
ITEM-ORD002616-4,ORD002616,PROD00227,4,401.68,20
ITEM-ORD002617-1,ORD002617,PROD00303,1,64.55,20
ITEM-ORD002618-1,ORD002618,PROD00076,1,298.62,0
ITEM-ORD002618-2,ORD002618,PROD00097,3,334.61,15
ITEM-ORD002618-3,ORD002618,PROD00465,4,163.64,20
ITEM-ORD002619-1,ORD002619,PROD00164,2,40.01,10
ITEM-ORD002619-2,ORD002619,PROD00478,5,205.68,5
ITEM-ORD002619-3,ORD002619,PROD00414,3,178.62,20
ITEM-ORD002619-4,ORD002619,PROD00154,1,225.33,5
ITEM-ORD002620-1,ORD002620,PROD00370,1,22.75,15
ITEM-ORD002620-2,ORD002620,PROD00490,1,298.46,0
ITEM-ORD002620-3,ORD002620,PROD00084,1,204.18,0
ITEM-ORD002621-1,ORD002621,PROD00102,5,379.85,0
ITEM-ORD002621-2,ORD002621,PROD00268,1,221.11,0
ITEM-ORD002621-3,ORD002621,PROD00166,5,487.02,10
ITEM-ORD002622-1,ORD002622,PROD00473,3,206.41,15
ITEM-ORD002622-2,ORD002622,PROD00397,3,225.34,0
ITEM-ORD002622-3,ORD002622,PROD00072,2,42.84,5
ITEM-ORD002623-1,ORD002623,PROD00348,5,253.9,5
ITEM-ORD002623-2,ORD002623,PROD00219,5,58.93,0
ITEM-ORD002624-1,ORD002624,PROD00288,5,203.27,0
ITEM-ORD002625-1,ORD002625,PROD00242,3,314.58,0
ITEM-ORD002626-1,ORD002626,PROD00098,4,14.64,10
ITEM-ORD002626-2,ORD002626,PROD00378,1,56.3,10
ITEM-ORD002626-3,ORD002626,PROD00153,3,77.91,15
ITEM-ORD002627-1,ORD002627,PROD00124,3,182.35,10
ITEM-ORD002627-2,ORD002627,PROD00153,1,82.71,0
ITEM-ORD002627-3,ORD002627,PROD00094,2,359.43,10
ITEM-ORD002628-1,ORD002628,PROD00059,3,409.36,20
ITEM-ORD002628-2,ORD002628,PROD00061,5,470.03,10
ITEM-ORD002629-1,ORD002629,PROD00032,5,188.49,15
ITEM-ORD002629-2,ORD002629,PROD00271,3,12.94,0
ITEM-ORD002629-3,ORD002629,PROD00408,3,57.75,0
ITEM-ORD002629-4,ORD002629,PROD00101,5,258.84,0
ITEM-ORD002630-1,ORD002630,PROD00027,2,274.58,0
ITEM-ORD002630-2,ORD002630,PROD00379,4,169.01,0
ITEM-ORD002631-1,ORD002631,PROD00030,4,252.44,15
ITEM-ORD002631-2,ORD002631,PROD00250,5,25.48,10
ITEM-ORD002631-3,ORD002631,PROD00199,1,229.37,0
ITEM-ORD002632-1,ORD002632,PROD00001,2,40.55,0
ITEM-ORD002632-2,ORD002632,PROD00377,3,280.55,0
ITEM-ORD002632-3,ORD002632,PROD00218,4,433.65,15
ITEM-ORD002632-4,ORD002632,PROD00437,4,397.34,0
ITEM-ORD002633-1,ORD002633,PROD00424,4,482.71,0
ITEM-ORD002633-2,ORD002633,PROD00147,1,249.75,10
ITEM-ORD002634-1,ORD002634,PROD00292,5,230.97,5
ITEM-ORD002634-2,ORD002634,PROD00268,3,148.85,0
ITEM-ORD002634-3,ORD002634,PROD00490,1,354.48,0
ITEM-ORD002634-4,ORD002634,PROD00498,3,249.52,0
ITEM-ORD002635-1,ORD002635,PROD00349,4,92.85,0
ITEM-ORD002635-2,ORD002635,PROD00241,1,160.57,15
ITEM-ORD002636-1,ORD002636,PROD00161,4,393.34,20
ITEM-ORD002636-2,ORD002636,PROD00009,3,102.16,0
ITEM-ORD002637-1,ORD002637,PROD00222,4,364.21,15
ITEM-ORD002638-1,ORD002638,PROD00271,5,199.97,5
ITEM-ORD002638-2,ORD002638,PROD00054,4,240.0,0
ITEM-ORD002638-3,ORD002638,PROD00131,5,267.95,10
ITEM-ORD002638-4,ORD002638,PROD00213,4,160.57,10
ITEM-ORD002639-1,ORD002639,PROD00260,2,287.77,5
ITEM-ORD002639-2,ORD002639,PROD00034,3,495.77,5
ITEM-ORD002640-1,ORD002640,PROD00303,2,448.86,5
ITEM-ORD002640-2,ORD002640,PROD00049,5,482.54,0
ITEM-ORD002640-3,ORD002640,PROD00491,3,304.4,5
ITEM-ORD002641-1,ORD002641,PROD00250,3,278.38,0
ITEM-ORD002642-1,ORD002642,PROD00350,2,468.63,5
ITEM-ORD002643-1,ORD002643,PROD00422,4,354.98,0
ITEM-ORD002643-2,ORD002643,PROD00429,3,219.11,20
ITEM-ORD002643-3,ORD002643,PROD00333,4,317.01,0
ITEM-ORD002643-4,ORD002643,PROD00494,2,384.47,0
ITEM-ORD002644-1,ORD002644,PROD00063,4,369.38,20
ITEM-ORD002644-2,ORD002644,PROD00144,2,498.39,0
ITEM-ORD002645-1,ORD002645,PROD00433,2,431.01,0
ITEM-ORD002645-2,ORD002645,PROD00430,2,479.51,5
ITEM-ORD002646-1,ORD002646,PROD00486,5,13.86,5
ITEM-ORD002646-2,ORD002646,PROD00171,5,325.22,10
ITEM-ORD002646-3,ORD002646,PROD00236,3,41.59,20
ITEM-ORD002646-4,ORD002646,PROD00375,4,140.87,10
ITEM-ORD002647-1,ORD002647,PROD00074,5,387.73,5
ITEM-ORD002647-2,ORD002647,PROD00216,4,237.65,0
ITEM-ORD002648-1,ORD002648,PROD00279,1,355.93,5
ITEM-ORD002649-1,ORD002649,PROD00392,4,339.82,0
ITEM-ORD002649-2,ORD002649,PROD00454,5,185.4,5
ITEM-ORD002649-3,ORD002649,PROD00463,4,180.51,0
ITEM-ORD002650-1,ORD002650,PROD00463,4,374.86,0
ITEM-ORD002650-2,ORD002650,PROD00146,4,263.05,0
ITEM-ORD002650-3,ORD002650,PROD00132,3,427.27,0
ITEM-ORD002651-1,ORD002651,PROD00334,4,271.2,5
ITEM-ORD002651-2,ORD002651,PROD00161,4,29.84,0
ITEM-ORD002651-3,ORD002651,PROD00040,5,143.89,0
ITEM-ORD002652-1,ORD002652,PROD00190,4,371.67,0
ITEM-ORD002652-2,ORD002652,PROD00207,1,179.43,0
ITEM-ORD002653-1,ORD002653,PROD00084,2,186.07,0
ITEM-ORD002653-2,ORD002653,PROD00356,5,201.72,0
ITEM-ORD002654-1,ORD002654,PROD00463,5,412.35,0
ITEM-ORD002654-2,ORD002654,PROD00117,2,34.59,5
ITEM-ORD002654-3,ORD002654,PROD00027,5,47.37,0
ITEM-ORD002655-1,ORD002655,PROD00343,2,383.98,0
ITEM-ORD002656-1,ORD002656,PROD00388,1,396.47,0
ITEM-ORD002657-1,ORD002657,PROD00353,3,291.99,0
ITEM-ORD002658-1,ORD002658,PROD00119,4,478.69,5
ITEM-ORD002659-1,ORD002659,PROD00131,4,477.89,0
ITEM-ORD002659-2,ORD002659,PROD00094,3,284.21,0
ITEM-ORD002659-3,ORD002659,PROD00482,1,426.86,0
ITEM-ORD002659-4,ORD002659,PROD00067,1,442.23,0
ITEM-ORD002660-1,ORD002660,PROD00231,5,40.95,0
ITEM-ORD002661-1,ORD002661,PROD00291,3,261.37,0
ITEM-ORD002661-2,ORD002661,PROD00097,3,343.77,0
ITEM-ORD002661-3,ORD002661,PROD00456,3,446.28,5
ITEM-ORD002662-1,ORD002662,PROD00082,2,265.61,5
ITEM-ORD002662-2,ORD002662,PROD00459,4,430.83,0
ITEM-ORD002663-1,ORD002663,PROD00160,4,486.86,0
ITEM-ORD002663-2,ORD002663,PROD00046,5,351.13,5
ITEM-ORD002663-3,ORD002663,PROD00443,4,238.58,0
ITEM-ORD002664-1,ORD002664,PROD00117,1,39.59,20
ITEM-ORD002664-2,ORD002664,PROD00383,5,39.57,0
ITEM-ORD002664-3,ORD002664,PROD00172,4,432.0,5
ITEM-ORD002664-4,ORD002664,PROD00283,4,424.45,15
ITEM-ORD002665-1,ORD002665,PROD00095,1,138.72,20
ITEM-ORD002666-1,ORD002666,PROD00333,3,373.4,15
ITEM-ORD002667-1,ORD002667,PROD00274,3,485.27,15
ITEM-ORD002668-1,ORD002668,PROD00485,4,252.69,10
ITEM-ORD002669-1,ORD002669,PROD00349,4,290.21,10
ITEM-ORD002670-1,ORD002670,PROD00124,2,167.73,20
ITEM-ORD002670-2,ORD002670,PROD00365,2,326.89,20
ITEM-ORD002670-3,ORD002670,PROD00027,1,19.13,0
ITEM-ORD002670-4,ORD002670,PROD00274,2,41.07,20
ITEM-ORD002671-1,ORD002671,PROD00086,2,133.81,20
ITEM-ORD002671-2,ORD002671,PROD00445,4,424.04,5
ITEM-ORD002672-1,ORD002672,PROD00197,5,281.73,20
ITEM-ORD002672-2,ORD002672,PROD00083,4,209.47,10
ITEM-ORD002672-3,ORD002672,PROD00239,1,12.18,0
ITEM-ORD002673-1,ORD002673,PROD00237,4,199.79,5
ITEM-ORD002674-1,ORD002674,PROD00074,5,249.51,0
ITEM-ORD002675-1,ORD002675,PROD00302,5,399.94,15
ITEM-ORD002675-2,ORD002675,PROD00282,4,494.9,20
ITEM-ORD002676-1,ORD002676,PROD00147,3,141.19,15
ITEM-ORD002676-2,ORD002676,PROD00030,1,207.03,15
ITEM-ORD002677-1,ORD002677,PROD00388,4,423.32,10
ITEM-ORD002678-1,ORD002678,PROD00393,3,61.64,0
ITEM-ORD002678-2,ORD002678,PROD00116,1,340.62,0
ITEM-ORD002678-3,ORD002678,PROD00222,2,184.76,0
ITEM-ORD002678-4,ORD002678,PROD00015,5,498.03,0
ITEM-ORD002679-1,ORD002679,PROD00100,1,290.66,15
ITEM-ORD002679-2,ORD002679,PROD00044,4,129.14,15
ITEM-ORD002679-3,ORD002679,PROD00270,1,462.27,5
ITEM-ORD002679-4,ORD002679,PROD00022,3,313.57,5
ITEM-ORD002680-1,ORD002680,PROD00266,1,205.69,15
ITEM-ORD002680-2,ORD002680,PROD00022,5,174.21,20
ITEM-ORD002681-1,ORD002681,PROD00338,1,482.37,10
ITEM-ORD002681-2,ORD002681,PROD00143,5,86.76,0
ITEM-ORD002681-3,ORD002681,PROD00447,5,94.26,0
ITEM-ORD002682-1,ORD002682,PROD00164,1,175.33,15
ITEM-ORD002683-1,ORD002683,PROD00373,4,320.42,10
ITEM-ORD002683-2,ORD002683,PROD00048,1,71.8,0
ITEM-ORD002683-3,ORD002683,PROD00046,5,217.32,5
ITEM-ORD002683-4,ORD002683,PROD00319,1,320.78,15
ITEM-ORD002684-1,ORD002684,PROD00400,4,481.41,0
ITEM-ORD002684-2,ORD002684,PROD00165,2,294.69,0
ITEM-ORD002684-3,ORD002684,PROD00075,3,87.43,0
ITEM-ORD002684-4,ORD002684,PROD00380,5,417.24,5
ITEM-ORD002685-1,ORD002685,PROD00421,2,322.95,0
ITEM-ORD002685-2,ORD002685,PROD00160,1,307.57,0
ITEM-ORD002685-3,ORD002685,PROD00153,5,25.73,0
ITEM-ORD002685-4,ORD002685,PROD00120,5,303.75,15
ITEM-ORD002686-1,ORD002686,PROD00007,3,452.61,0
ITEM-ORD002687-1,ORD002687,PROD00255,5,60.83,0
ITEM-ORD002687-2,ORD002687,PROD00104,4,46.54,10
ITEM-ORD002687-3,ORD002687,PROD00011,1,163.57,15
ITEM-ORD002687-4,ORD002687,PROD00026,3,113.76,0
ITEM-ORD002688-1,ORD002688,PROD00201,5,152.87,20
ITEM-ORD002688-2,ORD002688,PROD00125,2,410.63,15
ITEM-ORD002688-3,ORD002688,PROD00040,2,365.93,0
ITEM-ORD002689-1,ORD002689,PROD00367,4,467.6,0
ITEM-ORD002690-1,ORD002690,PROD00116,4,99.09,5
ITEM-ORD002690-2,ORD002690,PROD00084,4,494.4,0
ITEM-ORD002690-3,ORD002690,PROD00331,3,486.29,5
ITEM-ORD002690-4,ORD002690,PROD00398,2,421.02,5
ITEM-ORD002691-1,ORD002691,PROD00407,2,233.95,5
ITEM-ORD002691-2,ORD002691,PROD00065,3,437.65,20
ITEM-ORD002691-3,ORD002691,PROD00360,1,247.49,5
ITEM-ORD002692-1,ORD002692,PROD00449,5,91.33,15
ITEM-ORD002692-2,ORD002692,PROD00157,3,140.64,10
ITEM-ORD002692-3,ORD002692,PROD00182,3,371.69,0
ITEM-ORD002693-1,ORD002693,PROD00094,2,281.08,10
ITEM-ORD002693-2,ORD002693,PROD00246,5,404.81,5
ITEM-ORD002694-1,ORD002694,PROD00429,2,475.68,5
ITEM-ORD002694-2,ORD002694,PROD00276,1,384.38,10
ITEM-ORD002694-3,ORD002694,PROD00427,1,440.47,5
ITEM-ORD002695-1,ORD002695,PROD00465,5,179.09,0
ITEM-ORD002695-2,ORD002695,PROD00496,2,412.61,0
ITEM-ORD002696-1,ORD002696,PROD00199,2,268.34,10
ITEM-ORD002696-2,ORD002696,PROD00475,2,210.43,0
ITEM-ORD002696-3,ORD002696,PROD00012,4,271.72,0
ITEM-ORD002697-1,ORD002697,PROD00385,5,460.27,15
ITEM-ORD002697-2,ORD002697,PROD00313,1,329.73,10
ITEM-ORD002698-1,ORD002698,PROD00154,2,357.58,5
ITEM-ORD002698-2,ORD002698,PROD00216,4,99.2,0
ITEM-ORD002698-3,ORD002698,PROD00139,4,334.54,0
ITEM-ORD002699-1,ORD002699,PROD00297,5,452.75,10
ITEM-ORD002700-1,ORD002700,PROD00159,4,315.79,0
ITEM-ORD002700-2,ORD002700,PROD00229,3,446.21,20
ITEM-ORD002700-3,ORD002700,PROD00365,3,411.42,0
ITEM-ORD002700-4,ORD002700,PROD00469,3,272.63,15
ITEM-ORD002701-1,ORD002701,PROD00032,3,438.57,0
ITEM-ORD002702-1,ORD002702,PROD00413,3,181.8,5
ITEM-ORD002703-1,ORD002703,PROD00377,5,442.21,0
ITEM-ORD002704-1,ORD002704,PROD00497,2,217.92,0
ITEM-ORD002704-2,ORD002704,PROD00023,2,442.25,20
ITEM-ORD002704-3,ORD002704,PROD00430,4,290.4,0
ITEM-ORD002705-1,ORD002705,PROD00250,1,270.73,10
ITEM-ORD002705-2,ORD002705,PROD00495,1,129.97,0
ITEM-ORD002705-3,ORD002705,PROD00287,4,176.85,0
ITEM-ORD002705-4,ORD002705,PROD00057,1,19.74,0
ITEM-ORD002706-1,ORD002706,PROD00040,2,290.98,0
ITEM-ORD002706-2,ORD002706,PROD00474,5,450.44,5
ITEM-ORD002707-1,ORD002707,PROD00076,3,480.55,0
ITEM-ORD002707-2,ORD002707,PROD00310,5,84.84,15
ITEM-ORD002708-1,ORD002708,PROD00280,3,89.45,0
ITEM-ORD002708-2,ORD002708,PROD00157,4,364.98,10
ITEM-ORD002709-1,ORD002709,PROD00056,2,455.71,0
ITEM-ORD002709-2,ORD002709,PROD00275,2,124.88,0
ITEM-ORD002709-3,ORD002709,PROD00279,2,385.11,20
ITEM-ORD002709-4,ORD002709,PROD00433,1,476.3,0
ITEM-ORD002710-1,ORD002710,PROD00414,5,460.1,10
ITEM-ORD002710-2,ORD002710,PROD00413,5,248.26,10
ITEM-ORD002710-3,ORD002710,PROD00468,4,162.63,20
ITEM-ORD002711-1,ORD002711,PROD00056,4,341.25,0
ITEM-ORD002711-2,ORD002711,PROD00138,1,494.22,0
ITEM-ORD002711-3,ORD002711,PROD00111,5,85.06,0
ITEM-ORD002711-4,ORD002711,PROD00163,1,63.62,0
ITEM-ORD002712-1,ORD002712,PROD00331,3,48.44,0
ITEM-ORD002712-2,ORD002712,PROD00046,3,174.17,20
ITEM-ORD002712-3,ORD002712,PROD00326,3,247.25,10
ITEM-ORD002712-4,ORD002712,PROD00051,3,469.52,0
ITEM-ORD002713-1,ORD002713,PROD00177,4,269.16,15
ITEM-ORD002713-2,ORD002713,PROD00288,3,254.34,5
ITEM-ORD002713-3,ORD002713,PROD00468,1,199.33,20
ITEM-ORD002714-1,ORD002714,PROD00103,1,291.27,0
ITEM-ORD002714-2,ORD002714,PROD00043,4,440.37,0
ITEM-ORD002715-1,ORD002715,PROD00239,1,419.95,0
ITEM-ORD002715-2,ORD002715,PROD00426,4,438.06,0
ITEM-ORD002716-1,ORD002716,PROD00432,1,288.05,0
ITEM-ORD002716-2,ORD002716,PROD00211,5,459.5,0
ITEM-ORD002717-1,ORD002717,PROD00227,3,32.17,5
ITEM-ORD002718-1,ORD002718,PROD00351,1,138.72,0
ITEM-ORD002718-2,ORD002718,PROD00413,4,160.9,0
ITEM-ORD002718-3,ORD002718,PROD00431,1,57.83,20
ITEM-ORD002719-1,ORD002719,PROD00442,5,192.06,20
ITEM-ORD002720-1,ORD002720,PROD00137,4,270.39,20
ITEM-ORD002720-2,ORD002720,PROD00130,5,290.44,15
ITEM-ORD002720-3,ORD002720,PROD00405,3,466.75,10
ITEM-ORD002720-4,ORD002720,PROD00442,4,380.83,5
ITEM-ORD002721-1,ORD002721,PROD00457,3,496.98,15
ITEM-ORD002721-2,ORD002721,PROD00134,3,441.82,0
ITEM-ORD002721-3,ORD002721,PROD00284,1,255.13,20
ITEM-ORD002721-4,ORD002721,PROD00490,3,489.87,20
ITEM-ORD002722-1,ORD002722,PROD00462,5,16.21,5
ITEM-ORD002723-1,ORD002723,PROD00003,3,374.91,15
ITEM-ORD002723-2,ORD002723,PROD00268,4,96.0,0
ITEM-ORD002724-1,ORD002724,PROD00046,3,338.66,0
ITEM-ORD002724-2,ORD002724,PROD00124,4,144.32,15
ITEM-ORD002724-3,ORD002724,PROD00415,4,60.01,15
ITEM-ORD002725-1,ORD002725,PROD00267,5,469.28,0
ITEM-ORD002726-1,ORD002726,PROD00283,4,108.88,10
ITEM-ORD002726-2,ORD002726,PROD00246,4,322.22,20
ITEM-ORD002726-3,ORD002726,PROD00355,4,164.02,5
ITEM-ORD002727-1,ORD002727,PROD00074,3,346.07,0
ITEM-ORD002727-2,ORD002727,PROD00349,3,382.56,0
ITEM-ORD002727-3,ORD002727,PROD00236,4,54.43,5
ITEM-ORD002728-1,ORD002728,PROD00185,4,382.86,15
ITEM-ORD002729-1,ORD002729,PROD00003,5,358.99,20
ITEM-ORD002729-2,ORD002729,PROD00419,1,310.75,0
ITEM-ORD002729-3,ORD002729,PROD00415,5,439.64,10
ITEM-ORD002729-4,ORD002729,PROD00276,2,293.67,0
ITEM-ORD002730-1,ORD002730,PROD00465,4,17.28,15
ITEM-ORD002730-2,ORD002730,PROD00281,2,75.43,0
ITEM-ORD002730-3,ORD002730,PROD00268,3,400.93,20
ITEM-ORD002730-4,ORD002730,PROD00474,4,425.74,20
ITEM-ORD002731-1,ORD002731,PROD00318,3,288.55,10
ITEM-ORD002731-2,ORD002731,PROD00336,2,381.28,0
ITEM-ORD002731-3,ORD002731,PROD00339,4,144.56,0
ITEM-ORD002731-4,ORD002731,PROD00138,5,297.79,0
ITEM-ORD002732-1,ORD002732,PROD00500,5,241.07,0
ITEM-ORD002732-2,ORD002732,PROD00262,3,247.19,0
ITEM-ORD002733-1,ORD002733,PROD00417,2,310.67,0
ITEM-ORD002734-1,ORD002734,PROD00220,2,360.71,20
ITEM-ORD002734-2,ORD002734,PROD00374,3,45.53,5
ITEM-ORD002734-3,ORD002734,PROD00080,3,208.71,5
ITEM-ORD002734-4,ORD002734,PROD00363,2,476.96,15
ITEM-ORD002735-1,ORD002735,PROD00489,4,90.81,5
ITEM-ORD002736-1,ORD002736,PROD00115,5,117.41,20
ITEM-ORD002736-2,ORD002736,PROD00398,2,42.07,0
ITEM-ORD002737-1,ORD002737,PROD00375,4,292.06,10
ITEM-ORD002737-2,ORD002737,PROD00399,5,494.76,0
ITEM-ORD002737-3,ORD002737,PROD00100,1,335.97,10
ITEM-ORD002737-4,ORD002737,PROD00417,3,357.58,0
ITEM-ORD002738-1,ORD002738,PROD00305,1,112.98,0
ITEM-ORD002738-2,ORD002738,PROD00420,2,337.34,0
ITEM-ORD002738-3,ORD002738,PROD00405,3,288.88,0
ITEM-ORD002738-4,ORD002738,PROD00283,2,464.97,0
ITEM-ORD002739-1,ORD002739,PROD00216,3,146.54,20
ITEM-ORD002739-2,ORD002739,PROD00056,5,337.93,0
ITEM-ORD002740-1,ORD002740,PROD00247,2,382.58,0
ITEM-ORD002740-2,ORD002740,PROD00265,3,428.34,5
ITEM-ORD002740-3,ORD002740,PROD00401,4,182.33,0
ITEM-ORD002740-4,ORD002740,PROD00404,4,414.02,15
ITEM-ORD002741-1,ORD002741,PROD00087,4,272.82,10
ITEM-ORD002741-2,ORD002741,PROD00212,4,201.83,15
ITEM-ORD002742-1,ORD002742,PROD00227,4,484.29,0
ITEM-ORD002742-2,ORD002742,PROD00212,1,439.2,0
ITEM-ORD002742-3,ORD002742,PROD00233,4,348.03,0
ITEM-ORD002742-4,ORD002742,PROD00148,5,139.34,5
ITEM-ORD002743-1,ORD002743,PROD00026,3,468.92,5
ITEM-ORD002744-1,ORD002744,PROD00271,4,69.28,5
ITEM-ORD002744-2,ORD002744,PROD00486,5,81.7,5
ITEM-ORD002744-3,ORD002744,PROD00316,5,310.18,15
ITEM-ORD002744-4,ORD002744,PROD00250,5,399.87,10
ITEM-ORD002745-1,ORD002745,PROD00250,4,332.42,0
ITEM-ORD002746-1,ORD002746,PROD00282,4,121.85,5
ITEM-ORD002746-2,ORD002746,PROD00011,1,461.94,0
ITEM-ORD002746-3,ORD002746,PROD00081,1,363.65,15
ITEM-ORD002746-4,ORD002746,PROD00088,2,203.56,0
ITEM-ORD002747-1,ORD002747,PROD00050,5,122.85,20
ITEM-ORD002748-1,ORD002748,PROD00009,4,40.39,0
ITEM-ORD002748-2,ORD002748,PROD00372,3,14.12,5
ITEM-ORD002748-3,ORD002748,PROD00448,3,283.41,0
ITEM-ORD002748-4,ORD002748,PROD00276,3,203.46,10
ITEM-ORD002749-1,ORD002749,PROD00469,4,223.72,0
ITEM-ORD002749-2,ORD002749,PROD00092,1,170.64,0
ITEM-ORD002749-3,ORD002749,PROD00195,4,17.29,20
ITEM-ORD002750-1,ORD002750,PROD00178,4,140.19,15
ITEM-ORD002750-2,ORD002750,PROD00326,2,462.22,10
ITEM-ORD002750-3,ORD002750,PROD00040,1,381.22,15
ITEM-ORD002751-1,ORD002751,PROD00400,5,155.9,0
ITEM-ORD002751-2,ORD002751,PROD00106,3,118.65,15
