order_id,customer_id,order_date,order_status,payment_method,shipping_city,shipping_state,shipping_country
ORD004615,CUST01147,2024-06-15 20:08:03,Delivered,PayPal,Orlando,FL,United States
ORD004616,CUST01786,2025-01-24 11:16:47,Delivered,Apple Pay,San Diego,CA,United States
ORD004617,CUST02305,2024-08-12 18:14:48,Delivered,Debit Card,San Francisco,CA,United States
ORD004618,CUST00060,2024-04-21 18:03:19,Delivered,Apple Pay,Chicago,IL,United States
ORD004619,CUST03154,2024-11-24 08:45:12,Shipped,Debit Card,Peoria,IL,United States
ORD004620,CUST04949,2024-02-17 21:02:57,Delivered,Debit Card,Seattle,WA,United States
ORD004621,CUST03398,2025-02-13 23:59:25,Delivered,Debit Card,New York,NY,United States
ORD004622,CUST00084,2024-11-04 01:49:00,Processing,Apple Pay,Jacksonville,FL,United States
ORD004623,CUST03050,2024-07-05 23:23:47,Delivered,Debit Card,Orlando,FL,United States
ORD004624,CUST02185,2024-12-17 10:58:45,Shipped,Apple Pay,Seattle,WA,United States
ORD004625,CUST04992,2024-08-25 14:33:32,Delivered,PayPal,San Francisco,CA,United States
ORD004626,CUST02769,2024-07-11 03:51:11,Delivered,Debit Card,Dallas,TX,United States
ORD004627,CUST00335,2024-05-19 09:31:56,Shipped,PayPal,Dallas,TX,United States
ORD004628,CUST00122,2024-09-27 02:34:09,Processing,Apple Pay,Tampa,FL,United States
ORD004629,CUST04995,2024-12-20 01:53:11,Delivered,Apple Pay,Naperville,IL,United States
ORD004630,CUST00750,2024-04-22 18:44:59,Shipped,Credit Card,Buffalo,NY,United States
ORD004631,CUST02972,2024-06-13 10:30:11,Delivered,Credit Card,Miami,FL,United States
ORD004632,CUST03445,2024-12-14 13:46:20,Delivered,Credit Card,Houston,TX,United States
ORD004633,CUST00394,2024-07-15 11:09:59,Delivered,PayPal,Houston,TX,United States
ORD004634,CUST03760,2024-08-03 10:44:16,Shipped,Credit Card,San Francisco,CA,United States
ORD004635,CUST04527,2024-04-18 07:25:14,Delivered,Apple Pay,Bellevue,WA,United States
ORD004636,CUST00165,2025-03-26 17:15:31,Processing,Credit Card,Springfield,IL,United States
ORD004637,CUST04177,2024-01-14 05:49:07,Shipped,Credit Card,Bellevue,WA,United States
ORD004638,CUST03014,2025-02-11 03:18:35,Delivered,Credit Card,Naperville,IL,United States
ORD004639,CUST00875,2025-03-21 04:09:59,Delivered,Credit Card,Norfolk,VA,United States
ORD004640,CUST04883,2024-10-17 07:18:57,Delivered,Apple Pay,Rochester,NY,United States
ORD004641,CUST01709,2024-02-11 21:11:41,Delivered,Apple Pay,Bellevue,WA,United States
ORD004642,CUST04674,2025-03-24 02:14:17,Cancelled,Apple Pay,Los Angeles,CA,United States
ORD004643,CUST02486,2024-03-24 22:01:35,Delivered,Apple Pay,Peoria,IL,United States
ORD004644,CUST03100,2025-02-14 04:39:49,Delivered,PayPal,Albany,NY,United States
ORD004645,CUST02599,2024-09-14 18:34:18,Delivered,Credit Card,Naperville,IL,United States
ORD004646,CUST04848,2025-01-29 02:29:03,Delivered,PayPal,San Jose,CA,United States
ORD004647,CUST00456,2024-07-08 19:56:24,Delivered,Credit Card,Richmond,VA,United States
ORD004648,CUST00709,2024-05-08 22:28:32,Delivered,Debit Card,Tampa,FL,United States
ORD004649,CUST01215,2024-03-10 17:57:48,Processing,PayPal,Peoria,IL,United States
ORD004650,CUST00325,2024-05-26 22:03:26,Delivered,PayPal,Alexandria,VA,United States
ORD004651,CUST03859,2024-12-15 07:46:54,Delivered,Debit Card,Buffalo,NY,United States
ORD004652,CUST01588,2025-02-12 17:20:47,Delivered,Credit Card,Seattle,WA,United States
ORD004653,CUST01253,2024-10-01 02:58:49,Processing,Debit Card,Bellevue,WA,United States
ORD004654,CUST04931,2024-01-06 19:06:37,Shipped,Apple Pay,Bellevue,WA,United States
ORD004655,CUST00056,2024-07-15 00:08:01,Delivered,Credit Card,Virginia Beach,VA,United States
ORD004656,CUST04837,2024-06-30 19:46:28,Shipped,Credit Card,San Jose,CA,United States
ORD004657,CUST01650,2024-03-18 05:07:50,Delivered,Credit Card,Miami,FL,United States
ORD004658,CUST00392,2025-03-09 00:25:44,Delivered,Debit Card,Richmond,VA,United States
ORD004659,CUST01400,2024-01-27 01:48:42,Shipped,Credit Card,San Diego,CA,United States
ORD004660,CUST04513,2024-01-19 17:42:48,Shipped,Apple Pay,Springfield,IL,United States
ORD004661,CUST03610,2024-12-26 18:37:12,Delivered,Credit Card,Orlando,FL,United States
ORD004662,CUST04889,2024-07-22 22:54:35,Delivered,Debit Card,Alexandria,VA,United States
ORD004663,CUST03004,2024-12-13 08:37:52,Delivered,Credit Card,Jacksonville,FL,United States
ORD004664,CUST04013,2024-02-03 02:44:00,Processing,Apple Pay,Peoria,IL,United States
ORD004665,CUST02946,2024-12-29 21:15:32,Delivered,Debit Card,Houston,TX,United States
ORD004666,CUST00728,2024-05-08 02:50:44,Delivered,PayPal,Peoria,IL,United States
ORD004667,CUST01375,2024-03-10 04:02:36,Delivered,Credit Card,Tampa,FL,United States
ORD004668,CUST01331,2024-09-11 08:49:49,Shipped,Apple Pay,New York,NY,United States
ORD004669,CUST00366,2025-03-10 18:24:56,Delivered,Credit Card,Richmond,VA,United States
ORD004670,CUST00766,2024-07-18 02:22:00,Delivered,Credit Card,Richmond,VA,United States
ORD004671,CUST00104,2024-07-05 03:08:30,Shipped,PayPal,Tampa,FL,United States
ORD004672,CUST03003,2024-06-29 18:28:29,Delivered,Credit Card,Orlando,FL,United States
ORD004673,CUST04208,2024-12-25 12:38:14,Processing,PayPal,San Antonio,TX,United States
ORD004674,CUST03533,2024-07-06 19:35:06,Delivered,PayPal,Richmond,VA,United States
ORD004675,CUST00823,2025-02-12 06:24:36,Shipped,Credit Card,Spokane,WA,United States
ORD004676,CUST03844,2024-11-28 01:02:30,Delivered,PayPal,Rochester,NY,United States
ORD004677,CUST00038,2024-05-06 08:39:49,Delivered,Apple Pay,Houston,TX,United States
ORD004678,CUST03518,2024-07-13 10:09:52,Shipped,Apple Pay,Austin,TX,United States
ORD004679,CUST04740,2025-01-15 09:28:05,Delivered,PayPal,New York,NY,United States
ORD004680,CUST00543,2024-04-02 22:58:19,Delivered,Credit Card,Naperville,IL,United States
ORD004681,CUST04936,2024-04-23 14:05:12,Delivered,Apple Pay,Springfield,IL,United States
ORD004682,CUST01227,2024-04-23 10:59:41,Delivered,Credit Card,San Diego,CA,United States
ORD004683,CUST04641,2024-12-19 21:14:07,Delivered,PayPal,San Diego,CA,United States
ORD004684,CUST00775,2024-11-09 04:09:41,Delivered,Debit Card,Tacoma,WA,United States
ORD004685,CUST03825,2024-02-10 00:51:45,Shipped,Debit Card,Naperville,IL,United States
ORD004686,CUST04728,2024-08-22 09:33:06,Shipped,Debit Card,Bellevue,WA,United States
ORD004687,CUST02392,2024-12-13 21:02:02,Delivered,Apple Pay,Dallas,TX,United States
ORD004688,CUST02467,2025-03-13 15:16:42,Shipped,Apple Pay,Virginia Beach,VA,United States
ORD004689,CUST02265,2025-02-10 18:39:33,Delivered,Debit Card,Buffalo,NY,United States
ORD004690,CUST01450,2024-06-20 23:41:13,Delivered,PayPal,Spokane,WA,United States
ORD004691,CUST02737,2025-03-12 00:06:45,Delivered,Apple Pay,Miami,FL,United States
ORD004692,CUST00528,2024-10-07 20:06:29,Delivered,Debit Card,Jacksonville,FL,United States
ORD004693,CUST02653,2024-06-08 22:15:05,Delivered,Credit Card,Naperville,IL,United States
ORD004694,CUST04563,2024-10-12 17:45:49,Delivered,Debit Card,Bellevue,WA,United States
ORD004695,CUST04201,2024-10-02 10:09:12,Delivered,PayPal,Miami,FL,United States
ORD004696,CUST04904,2025-03-03 10:39:21,Delivered,PayPal,Tacoma,WA,United States
ORD004697,CUST00815,2024-06-29 06:24:01,Delivered,Apple Pay,Spokane,WA,United States
ORD004698,CUST04476,2025-01-26 01:18:30,Delivered,PayPal,Alexandria,VA,United States
ORD004699,CUST03040,2024-06-29 23:01:01,Delivered,PayPal,Los Angeles,CA,United States
ORD004700,CUST00135,2025-02-04 08:16:41,Delivered,Debit Card,Tampa,FL,United States
ORD004701,CUST01924,2025-01-07 15:05:51,Shipped,Apple Pay,Jacksonville,FL,United States
ORD004702,CUST04752,2024-06-05 02:57:27,Shipped,PayPal,Richmond,VA,United States
ORD004703,CUST04084,2024-02-05 13:52:12,Delivered,PayPal,New York,NY,United States
ORD004704,CUST00180,2024-12-24 22:51:34,Shipped,Apple Pay,Alexandria,VA,United States
ORD004705,CUST00908,2024-05-09 12:33:39,Delivered,Credit Card,Peoria,IL,United States
ORD004706,CUST02661,2024-03-31 00:31:40,Delivered,Apple Pay,Tampa,FL,United States
ORD004707,CUST00344,2024-09-07 21:29:30,Shipped,Credit Card,Alexandria,VA,United States
ORD004708,CUST00143,2025-02-13 12:35:21,Shipped,Apple Pay,Jacksonville,FL,United States
ORD004709,CUST00747,2024-10-05 12:54:00,Shipped,PayPal,Chicago,IL,United States
ORD004710,CUST04240,2025-03-20 17:25:32,Shipped,Credit Card,Miami,FL,United States
ORD004711,CUST01673,2024-03-07 06:13:34,Delivered,Apple Pay,Springfield,IL,United States
ORD004712,CUST04259,2025-03-31 22:21:35,Delivered,Credit Card,Spokane,WA,United States
ORD004713,CUST03422,2024-01-12 04:05:58,Shipped,Debit Card,Rochester,NY,United States
ORD004714,CUST00076,2024-10-22 11:00:38,Delivered,Debit Card,Houston,TX,United States
ORD004715,CUST01757,2025-01-05 19:34:02,Delivered,Debit Card,Albany,NY,United States
ORD004716,CUST01968,2024-04-22 10:21:25,Delivered,PayPal,Dallas,TX,United States
ORD004717,CUST01358,2024-08-28 20:25:01,Delivered,Debit Card,Los Angeles,CA,United States
ORD004718,CUST04944,2025-01-07 07:57:07,Delivered,Debit Card,Chicago,IL,United States
ORD004719,CUST01774,2025-01-29 10:47:04,Shipped,Debit Card,Tacoma,WA,United States
ORD004720,CUST01935,2024-01-31 16:48:33,Cancelled,Debit Card,Springfield,IL,United States
ORD004721,CUST04337,2024-11-06 09:09:02,Shipped,Credit Card,Bellevue,WA,United States
ORD004722,CUST03189,2024-08-29 09:10:37,Delivered,Credit Card,Buffalo,NY,United States
ORD004723,CUST03204,2024-02-17 10:57:21,Delivered,Apple Pay,Naperville,IL,United States
ORD004724,CUST04776,2024-04-10 20:50:20,Delivered,Credit Card,Naperville,IL,United States
ORD004725,CUST00935,2024-11-18 03:37:08,Delivered,Debit Card,Buffalo,NY,United States
ORD004726,CUST00879,2024-09-25 10:27:24,Delivered,Apple Pay,Miami,FL,United States
ORD004727,CUST04487,2024-09-19 20:50:18,Delivered,Credit Card,Rochester,NY,United States
ORD004728,CUST00102,2024-05-13 14:32:06,Delivered,Debit Card,San Antonio,TX,United States
ORD004729,CUST00263,2024-05-20 19:34:43,Delivered,Debit Card,San Jose,CA,United States
ORD004730,CUST00039,2025-02-09 22:25:51,Delivered,PayPal,Tacoma,WA,United States
ORD004731,CUST03463,2024-07-25 05:00:43,Delivered,Credit Card,Virginia Beach,VA,United States
ORD004732,CUST01514,2024-04-18 17:40:19,Delivered,Apple Pay,Orlando,FL,United States
ORD004733,CUST03640,2024-10-26 12:19:30,Processing,PayPal,Rochester,NY,United States
ORD004734,CUST02779,2024-07-26 17:54:14,Shipped,PayPal,Rochester,NY,United States
ORD004735,CUST01506,2025-03-25 21:18:53,Shipped,Apple Pay,Naperville,IL,United States
ORD004736,CUST01580,2024-03-30 21:49:51,Processing,Credit Card,Tacoma,WA,United States
ORD004737,CUST02791,2024-09-17 14:09:41,Cancelled,Debit Card,Los Angeles,CA,United States
ORD004738,CUST03184,2024-09-15 08:19:54,Delivered,Apple Pay,Jacksonville,FL,United States
ORD004739,CUST01471,2024-07-22 07:56:43,Delivered,Debit Card,Chicago,IL,United States
ORD004740,CUST02369,2024-04-26 05:08:39,Shipped,PayPal,Houston,TX,United States
ORD004741,CUST03574,2025-02-28 03:22:14,Cancelled,Credit Card,Tacoma,WA,United States
ORD004742,CUST01167,2024-05-09 13:36:35,Processing,Apple Pay,Los Angeles,CA,United States
ORD004743,CUST00825,2024-07-02 02:04:17,Shipped,Debit Card,Peoria,IL,United States
ORD004744,CUST03623,2024-01-22 23:23:40,Shipped,Credit Card,Miami,FL,United States
ORD004745,CUST00668,2024-01-15 05:02:08,Delivered,Debit Card,San Antonio,TX,United States
ORD004746,CUST02413,2024-05-01 02:42:35,Shipped,Debit Card,Rochester,NY,United States
ORD004747,CUST04922,2024-04-27 14:27:47,Delivered,PayPal,Springfield,IL,United States
ORD004748,CUST04064,2024-02-16 16:41:17,Delivered,Apple Pay,Orlando,FL,United States
ORD004749,CUST02442,2024-05-10 12:18:56,Delivered,Debit Card,Houston,TX,United States
ORD004750,CUST04387,2024-03-06 02:41:00,Shipped,Credit Card,Springfield,IL,United States
ORD004751,CUST03836,2025-02-27 19:26:34,Delivered,Debit Card,Virginia Beach,VA,United States
ORD004752,CUST04227,2025-02-14 20:08:16,Delivered,Credit Card,Rochester,NY,United States
ORD004753,CUST03425,2024-07-10 18:42:48,Shipped,PayPal,New York,NY,United States
ORD004754,CUST03750,2024-07-15 09:20:26,Delivered,Credit Card,Miami,FL,United States
ORD004755,CUST00947,2024-12-11 08:07:01,Delivered,Credit Card,Houston,TX,United States
ORD004756,CUST00549,2025-03-14 19:25:06,Delivered,PayPal,Chicago,IL,United States
ORD004757,CUST01887,2025-03-26 00:43:07,Delivered,Credit Card,San Jose,CA,United States
ORD004758,CUST00701,2025-03-19 22:12:22,Delivered,Credit Card,Peoria,IL,United States
ORD004759,CUST04892,2025-02-10 12:34:09,Delivered,Apple Pay,San Diego,CA,United States
ORD004760,CUST03107,2024-09-17 10:00:19,Shipped,PayPal,San Jose,CA,United States
ORD004761,CUST01282,2024-02-20 01:38:34,Delivered,Apple Pay,Rochester,NY,United States
ORD004762,CUST00778,2025-02-19 05:37:52,Shipped,PayPal,Virginia Beach,VA,United States
ORD004763,CUST01701,2024-02-27 15:54:12,Delivered,Apple Pay,Spokane,WA,United States
ORD004764,CUST01179,2024-01-09 02:32:59,Shipped,PayPal,Bellevue,WA,United States
ORD004765,CUST02448,2025-03-04 09:09:13,Shipped,PayPal,Tampa,FL,United States
ORD004766,CUST02000,2024-01-18 05:01:19,Delivered,Debit Card,Miami,FL,United States
ORD004767,CUST01144,2025-01-09 00:53:15,Delivered,Apple Pay,Tampa,FL,United States
ORD004768,CUST01497,2025-03-16 22:06:53,Shipped,Credit Card,Naperville,IL,United States
ORD004769,CUST00189,2024-05-09 05:37:48,Delivered,Apple Pay,Naperville,IL,United States
ORD004770,CUST03234,2024-05-23 22:49:59,Delivered,Debit Card,San Antonio,TX,United States
ORD004771,CUST01439,2024-04-18 15:11:09,Delivered,PayPal,Virginia Beach,VA,United States
ORD004772,CUST00309,2024-06-04 09:12:47,Delivered,Apple Pay,Los Angeles,CA,United States
ORD004773,CUST03086,2024-11-02 03:37:00,Cancelled,Apple Pay,San Diego,CA,United States
ORD004774,CUST03522,2025-03-16 12:57:38,Shipped,Credit Card,Seattle,WA,United States
ORD004775,CUST00916,2024-01-01 14:19:00,Delivered,PayPal,Houston,TX,United States
ORD004776,CUST00674,2024-06-24 22:38:39,Delivered,Debit Card,Alexandria,VA,United States
ORD004777,CUST00728,2024-07-06 04:14:55,Shipped,PayPal,Peoria,IL,United States
ORD004778,CUST01405,2024-01-25 03:08:20,Delivered,Apple Pay,Virginia Beach,VA,United States
ORD004779,CUST00693,2024-04-26 09:54:33,Shipped,Apple Pay,Springfield,IL,United States
ORD004780,CUST01022,2024-04-15 02:31:23,Delivered,PayPal,New York,NY,United States
ORD004781,CUST01839,2025-01-19 08:06:06,Shipped,Debit Card,Albany,NY,United States
ORD004782,CUST02659,2024-02-10 00:25:21,Delivered,Credit Card,Alexandria,VA,United States
ORD004783,CUST02773,2024-11-22 02:57:43,Delivered,Apple Pay,San Antonio,TX,United States
ORD004784,CUST04830,2025-02-25 22:25:15,Delivered,PayPal,Chicago,IL,United States
ORD004785,CUST03499,2024-01-11 20:47:09,Processing,PayPal,Dallas,TX,United States
ORD004786,CUST02144,2024-05-08 07:39:24,Delivered,Debit Card,San Diego,CA,United States
ORD004787,CUST04635,2024-08-22 04:16:54,Delivered,Apple Pay,Seattle,WA,United States
ORD004788,CUST04872,2024-05-04 23:48:26,Delivered,PayPal,Richmond,VA,United States
ORD004789,CUST04491,2024-06-14 07:09:28,Shipped,Debit Card,Los Angeles,CA,United States
ORD004790,CUST03350,2024-11-01 00:36:56,Delivered,Apple Pay,Buffalo,NY,United States
ORD004791,CUST03087,2024-09-14 09:05:13,Delivered,Credit Card,San Francisco,CA,United States
ORD004792,CUST03932,2024-10-20 07:35:40,Delivered,Credit Card,Austin,TX,United States
ORD004793,CUST04212,2024-09-20 12:59:19,Delivered,Debit Card,San Francisco,CA,United States
ORD004794,CUST02996,2024-12-13 19:00:05,Delivered,Debit Card,San Antonio,TX,United States
ORD004795,CUST00438,2024-01-30 01:31:47,Delivered,Debit Card,Springfield,IL,United States
ORD004796,CUST04037,2025-01-20 15:13:27,Delivered,Credit Card,Miami,FL,United States
ORD004797,CUST02378,2024-07-21 18:34:50,Delivered,Credit Card,Buffalo,NY,United States
ORD004798,CUST04492,2024-04-20 01:50:18,Delivered,Credit Card,Los Angeles,CA,United States
ORD004799,CUST00792,2024-02-14 17:51:53,Delivered,Debit Card,Houston,TX,United States
ORD004800,CUST02607,2024-04-04 11:44:10,Shipped,Credit Card,Bellevue,WA,United States
ORD004801,CUST02026,2024-06-29 18:49:36,Delivered,Credit Card,New York,NY,United States
ORD004802,CUST03816,2024-11-04 22:46:56,Processing,PayPal,Buffalo,NY,United States
ORD004803,CUST00625,2024-05-29 21:46:33,Delivered,Apple Pay,Orlando,FL,United States
ORD004804,CUST01506,2024-08-12 11:12:24,Delivered,Debit Card,Naperville,IL,United States
ORD004805,CUST00418,2024-07-24 19:13:37,Delivered,Credit Card,Naperville,IL,United States
ORD004806,CUST02781,2024-01-23 22:41:06,Delivered,Debit Card,Buffalo,NY,United States
ORD004807,CUST01144,2024-01-06 05:52:24,Shipped,PayPal,Tampa,FL,United States
ORD004808,CUST04230,2024-03-03 03:16:01,Delivered,Apple Pay,Seattle,WA,United States
ORD004809,CUST04668,2024-05-30 01:42:26,Processing,Debit Card,Norfolk,VA,United States
ORD004810,CUST03008,2024-11-12 08:44:40,Delivered,Credit Card,Alexandria,VA,United States
ORD004811,CUST02052,2025-02-03 19:27:21,Delivered,PayPal,Chicago,IL,United States
ORD004812,CUST02327,2024-07-01 01:38:32,Shipped,Apple Pay,San Diego,CA,United States
ORD004813,CUST02277,2024-05-12 21:29:23,Delivered,Debit Card,Austin,TX,United States
ORD004814,CUST03952,2024-04-17 22:07:25,Cancelled,PayPal,Virginia Beach,VA,United States
ORD004815,CUST00982,2024-05-15 03:35:34,Shipped,Credit Card,San Antonio,TX,United States
ORD004816,CUST00177,2024-03-06 09:44:18,Shipped,PayPal,Chicago,IL,United States
ORD004817,CUST02880,2024-10-09 13:54:23,Shipped,PayPal,San Diego,CA,United States
ORD004818,CUST02374,2024-12-29 09:40:30,Delivered,Apple Pay,Naperville,IL,United States
ORD004819,CUST01980,2024-04-20 07:54:06,Delivered,Credit Card,San Jose,CA,United States
ORD004820,CUST02805,2024-06-06 23:23:27,Delivered,Debit Card,Peoria,IL,United States
ORD004821,CUST00042,2024-05-18 18:48:38,Delivered,Apple Pay,Peoria,IL,United States
ORD004822,CUST01450,2025-02-15 21:35:59,Delivered,PayPal,Spokane,WA,United States
ORD004823,CUST02834,2025-01-01 09:54:36,Processing,Apple Pay,San Jose,CA,United States
ORD004824,CUST01403,2024-03-12 06:24:40,Delivered,Apple Pay,San Antonio,TX,United States
ORD004825,CUST04016,2025-02-18 01:40:20,Delivered,PayPal,Miami,FL,United States
ORD004826,CUST04052,2024-05-08 01:04:00,Shipped,Apple Pay,Dallas,TX,United States
ORD004827,CUST00872,2024-05-21 03:38:17,Shipped,Credit Card,Buffalo,NY,United States
ORD004828,CUST00106,2024-02-17 19:30:03,Delivered,Credit Card,Dallas,TX,United States
ORD004829,CUST00914,2024-08-05 07:22:11,Delivered,Debit Card,Chicago,IL,United States
ORD004830,CUST00324,2024-11-24 02:28:22,Delivered,Apple Pay,Buffalo,NY,United States
ORD004831,CUST03821,2024-09-23 12:59:33,Delivered,Credit Card,Jacksonville,FL,United States
ORD004832,CUST00900,2024-01-04 21:08:04,Processing,Debit Card,Bellevue,WA,United States
ORD004833,CUST01311,2024-08-05 05:38:37,Shipped,Apple Pay,Tacoma,WA,United States
ORD004834,CUST03125,2024-03-19 23:53:32,Delivered,Debit Card,Dallas,TX,United States
ORD004835,CUST01919,2024-03-03 09:56:54,Processing,Debit Card,San Jose,CA,United States
ORD004836,CUST04741,2024-08-21 04:50:41,Delivered,Apple Pay,Albany,NY,United States
ORD004837,CUST00363,2024-01-11 05:35:58,Delivered,Debit Card,Miami,FL,United States
ORD004838,CUST02297,2024-06-07 06:32:19,Delivered,Credit Card,Buffalo,NY,United States
ORD004839,CUST03333,2024-11-28 02:49:15,Delivered,Debit Card,Tacoma,WA,United States
ORD004840,CUST03824,2024-12-12 20:43:47,Processing,PayPal,Richmond,VA,United States
ORD004841,CUST03593,2024-10-24 04:52:51,Shipped,Debit Card,San Diego,CA,United States
ORD004842,CUST03570,2024-10-06 19:49:41,Delivered,Debit Card,Naperville,IL,United States
ORD004843,CUST02544,2025-02-25 10:46:51,Delivered,Credit Card,Los Angeles,CA,United States
ORD004844,CUST02666,2025-03-05 00:44:36,Cancelled,Credit Card,San Diego,CA,United States
ORD004845,CUST04975,2025-01-08 01:53:55,Delivered,Apple Pay,New York,NY,United States
ORD004846,CUST03366,2024-10-18 23:51:49,Delivered,Credit Card,Miami,FL,United States
ORD004847,CUST02034,2024-11-13 07:02:28,Shipped,Credit Card,Rochester,NY,United States
ORD004848,CUST02931,2024-04-10 06:48:14,Shipped,PayPal,Virginia Beach,VA,United States
ORD004849,CUST03240,2024-12-23 06:21:48,Delivered,Apple Pay,Naperville,IL,United States
ORD004850,CUST03073,2024-09-07 23:34:15,Delivered,Apple Pay,Austin,TX,United States
ORD004851,CUST04944,2025-02-15 23:56:30,Processing,Debit Card,Chicago,IL,United States
ORD004852,CUST04775,2024-03-16 11:40:37,Delivered,Apple Pay,Seattle,WA,United States
ORD004853,CUST01688,2024-01-22 07:01:18,Delivered,Apple Pay,Jacksonville,FL,United States
ORD004854,CUST00711,2024-09-27 11:03:31,Delivered,Debit Card,Houston,TX,United States
ORD004855,CUST03584,2024-07-24 12:57:09,Shipped,Debit Card,Peoria,IL,United States
ORD004856,CUST01693,2024-11-14 18:33:27,Processing,Debit Card,San Jose,CA,United States
ORD004857,CUST01704,2024-01-07 22:33:36,Delivered,PayPal,Virginia Beach,VA,United States
ORD004858,CUST03041,2024-01-17 23:46:35,Delivered,Credit Card,Albany,NY,United States
ORD004859,CUST04764,2024-03-20 16:32:23,Delivered,Debit Card,Rochester,NY,United States
ORD004860,CUST03425,2024-02-10 18:05:16,Delivered,Apple Pay,New York,NY,United States
ORD004861,CUST04555,2025-01-06 04:57:04,Delivered,Credit Card,Los Angeles,CA,United States
ORD004862,CUST01553,2024-11-28 06:52:14,Delivered,PayPal,Tampa,FL,United States
ORD004863,CUST01453,2024-04-16 17:19:40,Delivered,Debit Card,Austin,TX,United States
ORD004864,CUST01105,2025-01-07 08:00:30,Delivered,PayPal,Dallas,TX,United States
ORD004865,CUST00601,2024-11-10 19:47:58,Delivered,Debit Card,Rochester,NY,United States
ORD004866,CUST01721,2024-12-14 08:01:41,Shipped,PayPal,New York,NY,United States
ORD004867,CUST01819,2025-02-27 18:30:22,Shipped,Debit Card,Springfield,IL,United States
ORD004868,CUST00435,2024-06-22 09:08:41,Shipped,Credit Card,Springfield,IL,United States
ORD004869,CUST02337,2024-11-19 18:23:46,Shipped,Apple Pay,Austin,TX,United States
ORD004870,CUST03611,2025-03-02 19:53:35,Processing,PayPal,Albany,NY,United States
ORD004871,CUST02101,2024-09-21 10:31:13,Cancelled,Debit Card,Bellevue,WA,United States
ORD004872,CUST02883,2024-03-20 15:04:51,Shipped,Debit Card,Orlando,FL,United States
ORD004873,CUST01551,2024-06-27 22:16:44,Delivered,Debit Card,Rochester,NY,United States
ORD004874,CUST04965,2024-11-06 05:17:17,Delivered,Debit Card,Virginia Beach,VA,United States
ORD004875,CUST01549,2024-10-15 08:12:16,Delivered,Debit Card,Bellevue,WA,United States
ORD004876,CUST04955,2025-01-24 04:31:42,Delivered,Credit Card,Los Angeles,CA,United States
ORD004877,CUST02050,2024-04-24 03:45:44,Delivered,Credit Card,Austin,TX,United States
ORD004878,CUST03885,2025-01-07 12:33:56,Cancelled,Apple Pay,Bellevue,WA,United States
ORD004879,CUST01739,2024-09-02 02:41:57,Delivered,PayPal,Spokane,WA,United States
ORD004880,CUST01717,2024-12-03 17:58:06,Cancelled,Apple Pay,San Jose,CA,United States
ORD004881,CUST01813,2024-08-04 07:57:13,Delivered,PayPal,New York,NY,United States
ORD004882,CUST02069,2025-02-23 23:05:49,Shipped,Debit Card,Rochester,NY,United States
ORD004883,CUST02410,2024-09-03 11:20:57,Processing,Debit Card,Springfield,IL,United States
ORD004884,CUST03859,2024-05-04 19:41:41,Delivered,Apple Pay,Buffalo,NY,United States
ORD004885,CUST04391,2024-11-16 13:19:52,Processing,Apple Pay,San Francisco,CA,United States
ORD004886,CUST02736,2024-11-19 09:12:05,Processing,PayPal,Jacksonville,FL,United States
ORD004887,CUST01291,2024-11-11 19:35:08,Shipped,Apple Pay,Peoria,IL,United States
ORD004888,CUST04017,2024-08-30 15:20:47,Delivered,Debit Card,New York,NY,United States
ORD004889,CUST04814,2025-02-05 13:15:57,Delivered,Credit Card,Alexandria,VA,United States
ORD004890,CUST04670,2025-02-01 14:26:33,Processing,Credit Card,Los Angeles,CA,United States
ORD004891,CUST02418,2025-01-21 07:29:31,Delivered,PayPal,Spokane,WA,United States
ORD004892,CUST02618,2024-06-01 12:24:35,Processing,Credit Card,Houston,TX,United States
ORD004893,CUST02972,2024-05-13 12:33:13,Cancelled,Credit Card,Miami,FL,United States
ORD004894,CUST01505,2024-12-18 17:33:49,Shipped,PayPal,Spokane,WA,United States
ORD004895,CUST02919,2024-10-01 05:39:14,Delivered,Credit Card,Houston,TX,United States
ORD004896,CUST01848,2024-04-08 19:01:41,Delivered,Debit Card,Houston,TX,United States
ORD004897,CUST04933,2024-02-17 12:30:49,Delivered,PayPal,Austin,TX,United States
ORD004898,CUST02656,2024-03-15 05:49:37,Delivered,Debit Card,Bellevue,WA,United States
ORD004899,CUST04545,2025-01-26 06:33:00,Delivered,Debit Card,San Francisco,CA,United States
ORD004900,CUST00395,2024-12-07 02:00:24,Delivered,Credit Card,Buffalo,NY,United States
ORD004901,CUST01447,2024-11-24 03:25:56,Processing,Debit Card,Alexandria,VA,United States
ORD004902,CUST04338,2024-04-02 15:09:47,Delivered,PayPal,Chicago,IL,United States
ORD004903,CUST02080,2024-05-02 03:16:27,Delivered,PayPal,Los Angeles,CA,United States
ORD004904,CUST04926,2025-01-24 13:48:28,Delivered,Credit Card,Rochester,NY,United States
ORD004905,CUST00769,2025-01-10 05:41:29,Delivered,Apple Pay,New York,NY,United States
ORD004906,CUST02107,2024-07-11 09:04:00,Delivered,Apple Pay,Richmond,VA,United States
ORD004907,CUST04132,2024-06-25 00:37:44,Delivered,Apple Pay,Chicago,IL,United States
ORD004908,CUST01609,2024-12-29 07:10:43,Delivered,Debit Card,Austin,TX,United States
ORD004909,CUST00059,2024-09-26 16:21:39,Delivered,Credit Card,Bellevue,WA,United States
